Familia Carrera,Carrera,Institución,Ubicación,Tipo Institución,Tipo Gestión,Duración,Costo (S/.),Ingresantes/Postulantes (%),Ingreso Promedio Nacional (S/.),Crédito universitario,Becas educativas,Ingresantes,Postulantes,Matriculados
Tecnología Médica,Fisioterapia y Rehabilitación,Isa Integral,Piura,INSTITUTO,PRIVADA,3,"1,300 - 1,610",ND,ND,No,Si,ND,ND,ND
Tecnología Médica,Fisioterapia y Rehabilitación,Computer Master,Ica,INSTITUTO,PRIVADA,3,1720,ND,ND,No,Si,ND,ND,ND
Tecnología Médica,Fisioterapia y Rehabilitación,San Luis,La Libertad,INSTITUTO,PRIVADA,3,1000,100,ND,No,Si,95,95,95
Tecnología Médica,Fisioterapia y Rehabilitación,Isabel La Católica,Huanuco,INSTITUTO,PRIVADA,3,1670,93,ND,Si,Si,53,57,121
Tecnología Médica,Fisioterapia y Rehabilitación,Alberto Barton Thompsom,Cajamarca,INSTITUTO,PRIVADA,3,1640,ND,ND,No,Si,ND,ND,ND
Tecnología Médica,Fisioterapia y Rehabilitación,Javier Prado,Arequipa,INSTITUTO,PRIVADA,3,1840,100,ND,No,No,16,16,36
Tecnología Médica,Fisioterapia y Rehabilitación,Educación Medica San Fernando,Lima,INSTITUTO,PRIVADA,3,1100,100,ND,No,Si,54,54,227
Tecnología Médica,Fisioterapia y Rehabilitación,De La Clínica Ricardo Palma,Lima,INSTITUTO,PRIVADA,3,"1,680 - 3,440",100,1516,No,Si,77,77,450
Tecnología Médica,Fisioterapia y Rehabilitación,Ramón Copaja,Tacna,INSTITUTO,PUBLICA,3,180,ND,ND,No,Si,ND,ND,ND
Tecnología Médica,Fisioterapia y Rehabilitación,Huancayo,Junin,INSTITUTO,PRIVADA,3,1380,ND,ND,No,Si,ND,ND,ND
Tecnología Médica,Fisioterapia y Rehabilitación,Señor De Luren,Ica,INSTITUTO,PRIVADA,3,1480,ND,ND,No,Si,ND,ND,18
Tecnología Médica,Fisioterapia y Rehabilitación,Los Lideres,Cusco,INSTITUTO,PRIVADA,3,1270,ND,ND,No,Si,ND,ND,ND
Tecnología Médica,Fisioterapia y Rehabilitación,San Juan Bautista La Salle,Puno,INSTITUTO,PRIVADA,3,900,100,ND,Si,Si,11,11,84
Tecnología Médica,Fisioterapia y Rehabilitación,Pablo Casals,La Libertad,INSTITUTO,PRIVADA,3,1100,98,ND,Si,Si,103,105,467
Tecnología Médica,Fisioterapia y Rehabilitación,Arzobispo Loayza (Santa María Reyna),Lima,INSTITUTO,PRIVADA,3,2760,99,1270,No,Si,740,750,3541
Tecnología Médica,Fisioterapia y Rehabilitación,Daniel Alcides Carrión,Lima,INSTITUTO,PRIVADA,3,2910,99,1347,No,Si,894,901,999
Tecnología Médica,Fisioterapia y Rehabilitación,De Emprendedores Isag,Lambayeque,INSTITUTO,PRIVADA,3,"900 - 1,340",90,ND,No,Si,117,130,117
Tecnología Médica,Fisioterapia y Rehabilitación,Jhalebet,Ica,INSTITUTO,PRIVADA,3,"1,600 - 2,000",78,ND,No,Si,158,203,837
Operadores De Imagen Y Sonido,Fotografía,Centro De La Fotografía,Lima,INSTITUTO,PRIVADA,3,"10,300 - 18,300",99,ND,No,Si,115,116,102
Operadores De Imagen Y Sonido,Fotografía,Peruano De Arte Y Diseño,Lima,INSTITUTO,PRIVADA,3,ND,92,ND,No,No,106,115,106
Agropecuaria,Fruticultura,Centro De Formación Agrícola Moquegua,Moquegua,INSTITUTO,PUBLICA,3,200,81,ND,No,No,13,16,48
Agropecuaria,Fruticultura y Olivicultura,Peruano Español,Arequipa,INSTITUTO,PUBLICA,3,50,100,ND,No,No,12,12,49
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía,Universidad Nacional De Educación Enrique Guzmán Y Valle,Lima,UNIVERSIDAD,PUBLICA,5,90,100,1788,No,No,59,59,371
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía,Universidad Católica De Trujillo Benedicto XVI,La Libertad,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía,Universidad Privada Telesup,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,1455,No,No,ND,ND,ND
Ingeniería en Industrias Alimentarias,Gastronomía Industrial,Le Cordon Bleu Perú,Lima,INSTITUTO,PRIVADA,3,ND,ND,ND,No,No,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Cumbre,Lambayeque,INSTITUTO,PRIVADA,3,4400,ND,ND,Si,Si,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Emilio Romero Padilla,Loreto,INSTITUTO,PRIVADA,3,"3,800 - 5,300",100,ND,No,Si,10,10,10
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Escuela De Negocios Y Desarrollo Gerencial,La Libertad,INSTITUTO,PRIVADA,3,1600,ND,ND,No,Si,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Columbia,Lima,INSTITUTO,PRIVADA,3,ND,ND,1925,No,No,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Muchik,Lambayeque,INSTITUTO,PRIVADA,3,"3,500 - 3,700",88,ND,No,Si,75,85,75
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Le Cordon Bleu Perú,Lima,INSTITUTO,PRIVADA,3,"21,540 - 28,890",95,2371,Si,No,226,237,693
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,San Pedro,Junin,INSTITUTO,PRIVADA,3,"1,560 - 2,580",ND,ND,Si,Si,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Ceturgh Perú,Piura,INSTITUTO,PRIVADA,3,"3,500 - 7,800",89,ND,Si,Si,151,170,238
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Blue Ribbon International Cusco,Cusco,INSTITUTO,PRIVADA,3,"400 - 1,200",80,ND,No,Si,120,150,327
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Futuro Del Sur-El Carmen,Arequipa,INSTITUTO,PRIVADA,3,1500,79,ND,No,Si,19,24,57
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Génova,Lima,INSTITUTO,PRIVADA,3,3100,71,ND,No,Si,40,56,193
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Expro - Excelencia Profesional,Lima,INSTITUTO,PRIVADA,3,"1,070 - 1,170",ND,ND,Si,Si,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Tuinen Star,Cusco,INSTITUTO,PRIVADA,3,1780,86,ND,No,No,188,218,143
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Casa Taller Medio Ambiente Y Desarrollo,Cusco,INSTITUTO,PRIVADA,3,4200,100,ND,No,Si,57,57,50
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Tecnológico De Lima - Insttel,Lima,INSTITUTO,PRIVADA,3,3650,ND,ND,No,No,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Ete Sargento 2Do Fernando Lores Tenazoa,Lima,INSTITUTO,PUBLICA,3,"934 - 1,617",22,ND,No,No,10,45,10
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Stendhal,Arequipa,INSTITUTO,PRIVADA,3,5220,99,ND,Si,Si,161,163,551
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Khipu,Cusco,INSTITUTO,PRIVADA,3,4980,89,1647,No,Si,50,56,148
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Universidad Le Cordon Bleu,Lima,UNIVERSIDAD,PRIVADA,5,"15,300 - 19,900",53,ND,No,Si,158,300,106
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Juan Mejía Baca,Lambayeque,INSTITUTO,PRIVADA,3,ND,ND,ND,No,No,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Esdit,Arequipa,INSTITUTO,PRIVADA,3,185,100,1174,No,Si,225,225,225
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Latino,Lima,INSTITUTO,PRIVADA,3,5500,ND,ND,No,Si,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Continental,Junin,INSTITUTO,PRIVADA,3,3550,79,ND,No,Si,459,578,1299
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Del Sur,Arequipa,INSTITUTO,PRIVADA,3,5300,80,1562,Si,Si,238,296,802
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Canchis,Cusco,INSTITUTO,PRIVADA,3,1480,ND,ND,No,Si,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Isa Integral,Piura,INSTITUTO,PRIVADA,3,"1,600 - 2,698",98,ND,No,Si,263,268,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,José Crisam,Arequipa,INSTITUTO,PRIVADA,3,3020,67,ND,No,Si,12,18,49
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Todas Las Artes,Apurimac,INSTITUTO,PUBLICA,3,80,87,ND,No,No,39,45,204
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Boulanger,Cusco,INSTITUTO,PRIVADA,3,5218,ND,ND,No,Si,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,De Alta Gastronomía Le Grand Gourmet,Lima,INSTITUTO,PRIVADA,3,ND,ND,ND,No,No,ND,ND,ND
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Alexander Von Humboldt,Pasco,INSTITUTO,PUBLICA,3,250,89,ND,No,Si,40,45,40
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Arte Culinario,Chincha,Ica,INSTITUTO,PUBLICA,3,280,44,ND,No,Si,31,71,89
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Gestión de Restaurantes,Universidad Privada Del Norte,La Libertad,UNIVERSIDAD,PRIVADA,5,"3,500 - 5,924",100,ND,Si,Si,83,83,127
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Gestión de Restaurantes,Universidad San Ignacio De Loyola,Lima,UNIVERSIDAD,PRIVADA,5,"15,130 - 31,530",42,2765,No,Si,96,228,421
"Administración de Servicios Turísticos, Hotelería y Gastronomía","Gastronomía, Arte Culinario y Gestión de Restaurantes",Universidad Peruana De Ciencias Aplicadas,Lima,UNIVERSIDAD,PRIVADA,5,"16,412 - 34,200",ND,3004,No,Si,ND,ND,ND
Biología,Genética y Biotecnología,Universidad Nacional Mayor De San Marcos,Lima,UNIVERSIDAD,PUBLICA,5,ND,9,2514,No,No,39,422,161
Geografía,Geografía,Universidad Nacional Mayor De San Marcos,Lima,UNIVERSIDAD,PUBLICA,5,ND,21,3261,No,No,93,441,470
Geografía,Geografía y Medio Ambiente,Pontificia Universidad Católica Del Perú,Lima,UNIVERSIDAD,PRIVADA,5,"10,164 - 31,780",20,ND,Si,Si,20,102,262
"Ingeniería Minera, Metalurgia y Petróleo",Geología de Minas,Cenfomin - Centro De Formación En Minería,Cajamarca,INSTITUTO,PRIVADA,3,530,ND,ND,No,Si,ND,ND,ND
Ingeniería Civil,Geomática,Ete Sargento 2Do Fernando Lores Tenazoa,Lima,INSTITUTO,PUBLICA,3,"934 - 1,617",22,ND,No,No,10,45,10
Ingeniería Civil,Geomática,Sencico,Lima,INSTITUTO,PRIVADA,3,4416,ND,2611,No,Si,ND,ND,ND
Negocios Internacionales,Gestión,Universidad Nacional De San Agustín,Arequipa,UNIVERSIDAD,PUBLICA,5,50,34,ND,No,No,62,181,316
Ecología y Medio Ambiente,Gestión Ambiental Empresarial,Universidad San Ignacio De Loyola,Lima,UNIVERSIDAD,PRIVADA,5,"15,130 - 31,530",17,ND,No,Si,26,152,81
Otras Carreras de Administración,Gestión de Recursos Humanos,Universidad De San Martín De Porres,Lima,UNIVERSIDAD,PRIVADA,5,"7,880 - 13,072",97,3477,No,Si,83,86,414
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gestión en Hotelería y Turismo,Universidad Nacional De Tumbes,Tumbes,UNIVERSIDAD,PUBLICA,5,97,59,1856,No,No,40,68,472
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gestión en Hotelería y Turismo,Universidad San Pedro,Ancash,UNIVERSIDAD,PRIVADA,5,"2,140 - 2,460",100,ND,No,Si,15,15,81
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gestión en Hotelería y Turismo,Universidad Nacional José Faustino Sánchez Carrión,Lima,UNIVERSIDAD,PUBLICA,5,120,62,1572,No,No,147,239,547
Administración Pública,Gestión Pública y Desarrollo Social,Universidad Nacional De Juliaca,Puno,UNIVERSIDAD,PUBLICA,5,120,11,ND,No,Si,80,735,232
Administración Pública,Gestión Pública y Desarrollo Social,Universidad Nacional De Moquegua,Moquegua,UNIVERSIDAD,PUBLICA,5,116,43,ND,No,No,38,89,256
Ingeniería Textil Y Confecciones,Gestión Textil,Centro De Altos Estudios De La Moda - Ceam,Lima,INSTITUTO,PRIVADA,3,11300,ND,ND,No,Si,ND,ND,ND
Contabilidad y Finanzas,Gestión Tributaria,Universidad Nacional Mayor De San Marcos,Lima,UNIVERSIDAD,PUBLICA,5,ND,12,3522,No,No,99,835,452
Contabilidad y Finanzas,Gestión Tributaria,Universidad Peruana Unión,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,2150,No,No,ND,ND,ND
Contabilidad y Finanzas,Gestión Tributaria,Universidad Peruana Unión,Puno,UNIVERSIDAD,PRIVADA,ND,ND,ND,2150,No,No,ND,ND,ND
Contabilidad y Finanzas,Gestión Tributaria,Universidad Peruana Unión,San Martin,UNIVERSIDAD,PRIVADA,ND,ND,ND,2150,No,No,ND,ND,ND
Otras Carreras de Administración,Gestión y Alta Dirección,Pontificia Universidad Católica Del Perú,Lima,UNIVERSIDAD,PRIVADA,5,"10,164 - 31,780",33,4151,Si,Si,480,1465,4522
Artes,Grabado,Pontificia Universidad Católica Del Perú,Lima,UNIVERSIDAD,PRIVADA,6,"10,164 - 31,780",ND,3303,Si,Si,ND,ND,81
Turismo,Guía Oficial de Caminata,Centro De Estudios De Alta Montaña,Ancash,INSTITUTO,PRIVADA,3,1600,ND,ND,No,No,ND,ND,ND
Turismo,Guía Oficial de Montaña,Don Bosco,Ancash,INSTITUTO,PRIVADA,3,ND,ND,ND,No,Si,ND,ND,ND
Turismo,Guía Oficial de Montaña,Centro De Estudios De Alta Montaña,Ancash,INSTITUTO,PRIVADA,3,1600,55,ND,No,No,11,20,63
Turismo,Guía Oficial de Turismo,De Turismo De Puno,Puno,INSTITUTO,PRIVADA,3,1400,ND,ND,No,No,ND,ND,ND
Turismo,Guía Oficial de Turismo,Alas Peruanas - Piura,Piura,INSTITUTO,PRIVADA,3,1620,93,ND,No,Si,39,42,133
Turismo,Guía Oficial de Turismo,Tuinen Star,Cusco,INSTITUTO,PRIVADA,3,1780,91,ND,No,Si,102,112,102
Turismo,Guía Oficial de Turismo,Cevatur Ica,Ica,INSTITUTO,PRIVADA,3,3300,100,ND,No,No,4,4,20
Turismo,Guía Oficial de Turismo,Pasco,Pasco,INSTITUTO,PUBLICA,3,150,82,ND,Si,Si,18,22,82
Turismo,Guía Oficial de Turismo,El Milagro,Loreto,INSTITUTO,PUBLICA,3,150,71,ND,Si,Si,37,52,160
Turismo,Guía Oficial de Turismo,Urusayhua,Cusco,INSTITUTO,PRIVADA,3,1500,82,ND,Si,Si,40,49,155
Turismo,Guía Oficial de Turismo,Carlos Laborde,Ucayali,INSTITUTO,PUBLICA,3,100,50,ND,No,No,6,12,34
Turismo,Guía Oficial de Turismo,Cepea,Lima,INSTITUTO,PRIVADA,3,3600,100,ND,No,Si,83,83,279
Turismo,Guía Oficial de Turismo,Virgen De Cocharcas,Junin,INSTITUTO,PRIVADA,3,920,100,ND,Si,Si,4,4,4
Turismo,Guía Oficial de Turismo,Suiza,Ucayali,INSTITUTO,PUBLICA,3,250,69,ND,No,No,25,36,108
Turismo,Guía Oficial de Turismo,San Salvador,Puno,INSTITUTO,PUBLICA,3,50,100,ND,Si,Si,25,25,66
Turismo,Guía Oficial de Turismo,Cenfotur-Centro De Formación En Turismo,Lima,INSTITUTO,PUBLICA,3,7620,86,ND,No,Si,32,37,73
Turismo,Guía Oficial de Turismo,Khipu,Cusco,INSTITUTO,PRIVADA,3,2700,88,1487,No,Si,151,172,728
Turismo,Guía Oficial de Turismo,Hipólito Unanue,Ancash,INSTITUTO,PRIVADA,3,157 - 191,100,ND,Si,Si,5,5,41
Turismo,Guía Oficial de Turismo,Chacas,Ancash,INSTITUTO,PUBLICA,3,60,100,ND,No,No,24,24,39
Turismo,Guía Oficial de Turismo,Cevatur Perú,Lima,INSTITUTO,PRIVADA,3,"1,000 - 1,070",68,ND,Si,Si,34,50,198
Turismo,Guía Oficial de Turismo,San Ignacio De Monterrico-Sidem,Lima,INSTITUTO,PRIVADA,3,2160,91,ND,Si,Si,31,34,62
Turismo,Guía Oficial de Turismo,Curahuasi,Apurimac,INSTITUTO,PUBLICA,3,120,ND,ND,No,Si,ND,ND,ND
Turismo,Guía Oficial de Turismo,Túpac Amaru,Cusco,INSTITUTO,PUBLICA,3,240,25,ND,No,No,39,158,206
Turismo,Guía Oficial de Turismo,Esdit,Arequipa,INSTITUTO,PRIVADA,3,ND,ND,ND,No,Si,ND,ND,ND
Turismo,Guía Oficial de Turismo,Chiquian,Ancash,INSTITUTO,PUBLICA,3,100,ND,ND,No,Si,ND,ND,ND
Turismo,Guía Oficial de Turismo,Joaquín Reátegui Medina,Loreto,INSTITUTO,PUBLICA,3,200,100,ND,Si,Si,29,29,158
Turismo,Guía Oficial de Turismo,Del Sur,Arequipa,INSTITUTO,PRIVADA,3,3800,81,ND,Si,Si,47,58,178
Turismo,Guía Oficial de Turismo,Southern Technological Institute,Lima,INSTITUTO,PRIVADA,3,2000,87,ND,No,No,13,15,13
Turismo,Guía Oficial de Turismo,Víctor Álvarez Huapaya,Ayacucho,INSTITUTO,PUBLICA,3,140,50,ND,No,Si,25,50,116
Turismo,Guía Oficial de Turismo,Americana Del Cusco,Cusco,INSTITUTO,PRIVADA,3,"1,540 - 2,020",100,ND,No,Si,53,53,53
Turismo,Guía Oficial de Turismo,Tecsel,San Martin,INSTITUTO,PRIVADA,3,270,60,ND,No,Si,6,10,6
Turismo,Guía Oficial de Turismo,Abc Informática,Lima,INSTITUTO,PRIVADA,3,2200,ND,ND,No,Si,ND,ND,ND
Turismo,Guía Oficial de Turismo,Isa Integral,Piura,INSTITUTO,PRIVADA,3,"1,300 - 1,610",94,ND,No,Si,50,53,ND
Turismo,Guía Oficial de Turismo,Félix De La Rosa Reátegui Y Gaviria,San Martin,INSTITUTO,PRIVADA,3,1770,ND,ND,Si,Si,ND,ND,ND
Turismo,Guía Oficial de Turismo,José Crisam,Arequipa,INSTITUTO,PRIVADA,3,1560,ND,ND,No,Si,ND,ND,ND
Turismo,Guía Oficial de Turismo,Cevatur - Chiclayo,Lambayeque,INSTITUTO,PRIVADA,3,200 - 420,80,ND,Si,Si,8,10,60
Turismo,Guía Oficial de Turismo,Manu,Madre de Dios,INSTITUTO,PUBLICA,3,150,ND,ND,No,No,ND,ND,41
Turismo,Guía Oficial de Turismo,Cevatur Trujillo,La Libertad,INSTITUTO,PRIVADA,3,2800,ND,ND,No,Si,ND,ND,ND
Turismo,Guía Oficial de Turismo,Real San Felipe,Cusco,INSTITUTO,PRIVADA,3,1400,45,ND,No,Si,18,40,53
Turismo,Guía Oficial de Turismo,American System,Loreto,INSTITUTO,PRIVADA,3,1780,ND,ND,No,Si,ND,ND,3
Turismo,Guía Oficial de Turismo,Nasca,Ica,INSTITUTO,PUBLICA,3,160,ND,ND,No,No,ND,ND,ND
Turismo,Guía Oficial de Turismo,Chincha,Ica,INSTITUTO,PUBLICA,3,280,ND,ND,No,Si,ND,ND,44
Turismo,Guía Oficial de Turismo,Palpa,Ica,INSTITUTO,PUBLICA,3,180,100,ND,Si,Si,35,35,49
Turismo,Guía Oficial de Turismo,Eleazar Guzmán Barrón,Ancash,INSTITUTO,PUBLICA,3,70,100,ND,No,Si,16,16,34
Turismo,Guía Oficial de Turismo,Daniel Villar,Ancash,INSTITUTO,PUBLICA,3,720,ND,ND,No,No,ND,ND,24
Turismo,Guía Oficial de Turismo,Túpac Amaru,Cusco,INSTITUTO,PUBLICA,3,200,ND,ND,No,No,ND,ND,ND
Turismo,Guía Oficial de Turismo,Alianza Renovada Ichuña Bélgica,Moquegua,INSTITUTO,PUBLICA,3,100,ND,ND,No,No,ND,ND,ND
Turismo,Guía Oficial de Turismo,José Antonio Encinas,Puno,INSTITUTO,PUBLICA,3,140,69,ND,No,No,40,58,277
Turismo,Guía Oficial de Turismo,Escuela De Negocios Y Desarrollo Gerencial,La Libertad,INSTITUTO,PRIVADA,3,1360,ND,ND,No,Si,ND,ND,ND
Turismo,Guía Oficial de Turismo,Cap Fap José Abelardo Quiñones,Tumbes,INSTITUTO,PUBLICA,3,240,73,ND,Si,Si,19,26,80
Turismo,Guía Oficial de Turismo,Antonio Lorena,Cusco,INSTITUTO,PRIVADA,3,1650,95,1741,No,Si,215,226,215
Turismo,Guía Oficial de Turismo,Cevatur - Iquitos,Loreto,INSTITUTO,PRIVADA,3,430,80,ND,Si,Si,40,50,117
Turismo,Guía Oficial de Turismo,Amauta,Cusco,INSTITUTO,PRIVADA,3,1240,83,ND,Si,No,10,12,53
Turismo,Guía Oficial de Turismo,Clorinda Matto De Turner,Cusco,INSTITUTO,PUBLICA,3,120,67,ND,Si,Si,20,30,99
Turismo,Guía Oficial de Turismo,Elmer Faucett,Arequipa,INSTITUTO,PRIVADA,3,"1,980 - 2,310",ND,ND,No,Si,ND,ND,ND
Turismo,Guía Oficial de Turismo,Trujillo,La Libertad,INSTITUTO,PUBLICA,3,300,100,ND,No,Si,11,11,54
Turismo,Guía Oficial de Turismo,Ignacio A. Ramos Olivera- Yungay,Ancash,INSTITUTO,PUBLICA,3,140,ND,ND,No,No,ND,ND,19
Turismo,Guía Oficial de Turismo,La Salle,Cusco,INSTITUTO,PUBLICA,3,340,78,ND,No,Si,39,50,39
Turismo,Guía Oficial de Turismo,De Turismo San Luis De Alba,Puno,INSTITUTO,PRIVADA,3,1300,87,ND,No,No,48,55,97
Turismo,Guía Oficial de Turismo,Computer Master,Ica,INSTITUTO,PRIVADA,3,1720,ND,ND,No,Si,ND,ND,ND
Turismo,Guía Oficial de Turismo,Jorge Basadre Grohman,Madre de Dios,INSTITUTO,PUBLICA,3,220,ND,ND,No,Si,ND,ND,ND
Turismo,Guía Oficial de Turismo,Instituto Técnico De Administración De Empresas-Itae,Lima,INSTITUTO,PRIVADA,3,1800,55,ND,No,Si,11,20,58
Turismo,Guía Oficial de Turismo,María Montessori,Arequipa,INSTITUTO,PRIVADA,3,"1,970 - 2,240",ND,ND,Si,Si,ND,ND,ND
Turismo,Guía Oficial de Turismo,Gregoria Santos,Cusco,INSTITUTO,PUBLICA,3,200,100,ND,No,No,100,100,100
Historia,Historia,Universidad Nacional Mayor De San Marcos,Lima,UNIVERSIDAD,PUBLICA,5,ND,19,2364,No,No,56,290,322
Historia,Historia,Pontificia Universidad Católica Del Perú,Lima,UNIVERSIDAD,PRIVADA,5,"9,492 - 29,672",36,ND,Si,Si,9,25,139
Historia,Historia,Universidad Nacional Federico Villarreal,Lima,UNIVERSIDAD,PUBLICA,5,ND,86,2287,No,No,37,43,115
Historia,Historia,Universidad Nacional De San Agustín,Arequipa,UNIVERSIDAD,PUBLICA,5,50,69,ND,No,No,64,93,234
Historia,Historia,Universidad Nacional Jorge Basadre Grohmann,Tacna,UNIVERSIDAD,PUBLICA,5,ND,96,ND,No,No,24,25,24
Historia,Historia,Universidad Nacional De San Antonio Abad Del Cusco,Cusco,UNIVERSIDAD,PUBLICA,5,40,30,ND,No,No,125,414,466
Historia,Historia,Universidad Nacional De Trujillo,La Libertad,UNIVERSIDAD,PUBLICA,5,99,ND,ND,No,No,17,ND,74
Historia,Historia y Gestión Cultural,Universidad De Piura,Piura,UNIVERSIDAD,PRIVADA,5,"9,080 - 29,130",ND,ND,No,Si,ND,ND,44
"Administración de Servicios Turísticos, Hotelería y Gastronomía",Hotelería y Administración,Universidad Peruana De Ciencias Aplicadas,Lima,UNIVERSIDAD,PRIVADA,5,"11,450 - 34,200",67,3004,No,Si,98,147,525
Idiomas,Idiomas,Cuna De La Libertad Americana,Ayacucho,INSTITUTO,PRIVADA,5,1500,ND,ND,No,Si,ND,ND,ND
Idiomas,Idiomas,Universidad Nacional De San Martín,San Martin,UNIVERSIDAD,PUBLICA,5,218 - 446,ND,ND,No,No,25,ND,350
Ingeniería Textil Y Confecciones,Industria del Vestido,San José,Junin,INSTITUTO,PRIVADA,5,ND,84,ND,No,No,21,25,ND
Ingeniería Textil Y Confecciones,Industria del Vestido,Mario Gutiérrez López,Junin,INSTITUTO,PUBLICA,3,100,100,ND,No,Si,48,48,120
Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Velille,Cusco,INSTITUTO,PUBLICA,3,200,100,ND,No,No,26,26,80
Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Pichanaki,Junin,INSTITUTO,PUBLICA,3,260,100,ND,No,Si,32,32,66
Ingeniería en Industrias Alimentarias,Industrias Alimentarias,San Juan Bautista,Huancavelica,INSTITUTO,PUBLICA,3,120 - 240,67,ND,No,Si,6,9,24
Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Valle De Tambo,Arequipa,INSTITUTO,PUBLICA,3,80,100,ND,No,No,13,13,23
Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Manuel Jesús Díaz Murrugarra,La Libertad,INSTITUTO,PUBLICA,3,140,100,ND,No,Si,25,25,25
Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Santa María De Nieva,Amazonas,INSTITUTO,PUBLICA,3,100,100,ND,No,No,20,20,52
Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Alfredo Sarmiento Palomino (Ex Huancarama),Apurimac,INSTITUTO,PUBLICA,3,100,71,ND,No,No,15,21,64
Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Luis F. Agurto Olaya,Piura,INSTITUTO,PUBLICA,3,160,100,ND,Si,Si,21,21,101
Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Aparicio Pomares,Huanuco,INSTITUTO,PUBLICA,3,140,100,ND,Si,Si,32,32,206
Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Huando,Lima,INSTITUTO,PUBLICA,3,320,ND,ND,No,Si,ND,ND,ND
Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Universidad Nacional Daniel Alcides Carrión,Pasco,UNIVERSIDAD,PUBLICA,5,46 - 72,100,ND,No,No,56,28,103
